source_file,clause_id,clause_text,week2_category,regex_label,ground_truth
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,47,"(p) At the time of such transfer, the Transferor had good and marketable title to the Receivables being transferredby it to the Trustee or otherwise pursuant to the Pooling and Servicing Agreement or any other Transaction Document, freeand clear of any Liens (other than as contemplated in the Pooling and Servicing Agreement) and will not have assigned toany Person any of its right, title or interest in such Receivables or the Transaction Documents (other than as contemplated inthe Transaction Documents) or the Certiﬁcates being issued pursuant to the Pooling and Servicing Agreement",Assignment,Assignment,Assignment
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,48,"and theTransferor had the power and authority to so transfer such Receivables, and, the Trustee, on behalf of the Trust, had and, onthe Closing Date, will have good and marketable title to, or a ﬁrst-priority, perfected security interest in, such Receivables,and, upon the delivery to the Underwriters of the Class A Certiﬁcates and payment by the Underwriters of the purchase pricetherefor on the Closing Date, the Underwriters will have good and marketable title to the Class A Certiﬁcates, in each casefree and clear of any Liens (other than as contemplated in the Transaction Documents).",Payment,Payment,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,49,"(q) The Trust is not now, and immediately following the issuance of the Certiﬁcates will not be (i) an “investmentcompany” or a company “controlled by” an investment company within the meaning of the Investment Company Act of1940, as amended (the “1940 Act”) or (ii) a “covered fund” for purposes of regulations adopted under Section 13 of theBank Holding Company Act of 1956.",Parties,Amendments,Amendments
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,50,"In reaching this conclusion, although other statutory or regulatory exemptions under the1940 Act may be available, the Transferor has relied on the exemption from registration set forth in Rule 3a-7 under the 1940Act.",Assignment,Assignment,Assignment
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,51,"(r) The Transferor was not, on the date on which the ﬁrst bona ﬁde oﬀer (as described in Rule 164(h)(2) of the Act)of the Class A Certiﬁcates was made, an “ineligible issuer” as such term is deﬁned in Rule 405 of the Act.",Term and Termination,Assignment,Severability
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,52,"(s) The Transferor and TRS have executed and delivered a written representation (each, a “17g-5Representation”) to each rating agency hired to rate the Class A Certiﬁcates (each a “Rating Agency,” and collectivelythe “Rating Agencies”) that they will take the actions speciﬁed in paragraphs (a)(3)(iii)(A) through (D) of Rule 17g-5 of theExchange Act (“Rule 17g-5”).",Representations and Warranties,Representations and Warranties,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,53,"Each of the Transferor and TRS has complied with each 17g-5 Representation, other than anybreach of a 17g-5 Representation that would not have a material adverse eﬀect on the Certiﬁcateholders.",Representations and Warranties,Representations and Warranties,Assignment
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,54,"6 (t) The Transferor has complied and, at and as of the Closing Date, shall have complied in all material respectswith Rule 193 of the Act and Items 1111(a)(7) and 1111(a)(8) of Regulation AB under the Act in connection with the oﬀeringof the Class A Certiﬁcates.",Assignment,Assignment,Assignment
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,55,"(u) The Transferor has not engaged or caused any other person to engage, nor will the Transferor engage or causeany other person to engage prior to the Closing Date, any third-party to provide “due diligence services” as deﬁned in Rule17g-10(d)(1) under the Exchange Act in connection with the oﬀering of the Class A Certiﬁcates or obtained any third-partydue diligence report within the meaning of Rule 15Ga-2(d) under the Exchange Act with respect to the assets held by theTrust or the transactions contemplated by this Agreement.",Parties,Assignment,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,57,"Representations, Warranties and Agreements of the Bank.",Representations and Warranties,Representations and Warranties,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,58,"The Bank, as to and for itself only,represents and warrants to and agrees with the Underwriters as follows: (a) The Bank (i) is duly organized, validly existing and in good standing under the laws of the jurisdiction in whichit is organized, (ii) is qualiﬁed to transact business in, and is in good standing under, the laws of each jurisdiction in which itsactivities require such qualiﬁcation (except where the failure to be so qualiﬁed could not, individually or in the aggregate,have a material adverse eﬀect on the ﬁnancial condition, results of operations or business of the Bank), and (iii) has fullpower, authority and legal right to own its properties and conduct its business as such properties are presently owned andsuch business is presently conducted and to execute, deliver and perform its obligations under this Agreement and theReceivables Purchase Agreement.",Representations and Warranties,Governing Law,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,59,"(b) The Receivables Purchase Agreement has been duly authorized, executed and delivered by the Bank, andassuming the due authorization, execution and delivery thereof by the other parties thereto, the Receivables PurchaseAgreement constitutes valid and binding obligations of the Bank, enforceable against the Bank in accordance with its terms,subject to applicable bankruptcy, fraudulent conveyance, reorganization, insolvency, moratorium and similar laws aﬀectingor relating to creditors’ rights generally and to general principles of equity (regardless of whether enforceability isconsidered in a proceeding in equity or at law).",Parties,Parties,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,60,"As of the Closing Date, the Receivables Purchase Agreement will conform inall material respects to the description thereof contained in the Preliminary Prospectus and the Prospectus.",Parties,General Provisions,Representations and Warranties
